"location_id","location_type","samplecount"
144394,"Square plot 5 x 5 m, most habitats",5
144395,"Square plot 10 x 10 m, woodlands",7
144399,Linear plot,16
144400,Linear plot,5
144401,"Square plot 10 x 10 m, woodlands",7
144402,"Square plot 10 x 10 m, woodlands",4
144403,Linear plot,7
144404,Linear plot,7
144405,"Square plot 5 x 5 m, most habitats",7
144410,"Square plot 10 x 10 m, woodlands",16
144411,"Square plot 5 x 5 m, most habitats",15
144412,"Square plot 5 x 5 m, most habitats",16
144413,Linear plot,17
144414,"Square plot 5 x 5 m, most habitats",16
144415,"Square plot 10 x 10 m, woodlands",4
144418,"Square plot 5 x 5 m, most habitats",4
144419,Linear plot,1
144420,"Square plot 5 x 5 m, most habitats",4
144421,Linear plot,1
144422,Linear plot,4
144423,"Square plot 10 x 10 m, woodlands",1
144424,"Square plot 5 x 5 m, most habitats",5
144425,"Square plot 5 x 5 m, most habitats",1
144426,"Square plot 10 x 10 m, woodlands",1
144440,"Square plot 5 x 5 m, most habitats",16
144441,"Square plot 5 x 5 m, most habitats",16
144450,"Square plot 10 x 10 m, woodlands",8
144451,Linear plot,8
144452,"Square plot 10 x 10 m, woodlands",8
144453,Linear plot,9
144454,"Square plot 5 x 5 m, most habitats",7
144457,"Square plot 10 x 10 m, woodlands",8
144458,Linear plot,7
144459,Linear plot,7
144460,Linear plot,6
144461,"Square plot 5 x 5 m, most habitats",7
144467,Linear plot,15
144468,"Square plot 5 x 5 m, most habitats",15
144469,"Square plot 5 x 5 m, most habitats",15
144470,Linear plot,15
144471,"Square plot 10 x 10 m, woodlands",15
144473,Linear plot,4
144480,Linear plot,2
144481,Linear plot,4
144485,"Square plot 5 x 5 m, most habitats",6
144486,"Square plot 5 x 5 m, most habitats",6
144487,"Square plot 5 x 5 m, most habitats",5
144489,"Square plot 5 x 5 m, most habitats",1
144490,"Square plot 5 x 5 m, most habitats",1
144491,"Square plot 5 x 5 m, most habitats",1
144492,"Square plot 5 x 5 m, most habitats",1
144493,Linear plot,4
144494,Linear plot,1
144495,"Square plot 5 x 5 m, most habitats",1
144497,"Square plot 5 x 5 m, most habitats",1
144498,Linear plot,8
144500,"Square plot 10 x 10 m, woodlands",7
144501,Linear plot,7
144502,"Square plot 5 x 5 m, most habitats",2
144503,Linear plot,3
144516,Linear plot,7
144519,"Square plot 5 x 5 m, most habitats",8
144520,"Square plot 5 x 5 m, most habitats",8
144521,"Square plot 5 x 5 m, most habitats",9
144522,Linear plot,8
144532,"Square plot 10 x 10 m, woodlands",5
144533,Linear plot,6
144534,Linear plot,5
144535,"Square plot 5 x 5 m, most habitats",5
144536,Linear plot,6
144538,Linear plot,7
144539,Linear plot,7
144540,Linear plot,4
144542,Linear plot,1
144543,"Square plot 5 x 5 m, most habitats",15
144544,Linear plot,1
144545,Linear plot,7
144546,"Square plot 5 x 5 m, most habitats",1
144547,"Square plot 10 x 10 m, woodlands",15
144548,Linear plot,7
144549,"Square plot 5 x 5 m, most habitats",7
144550,Linear plot,15
144551,"Square plot 10 x 10 m, woodlands",2
144552,"Square plot 5 x 5 m, most habitats",7
144553,"Square plot 5 x 5 m, most habitats",7
144554,Linear plot,3
144555,"Square plot 5 x 5 m, most habitats",5
144556,Linear plot,5
144557,Linear plot,3
144564,Linear plot,14
144567,Linear plot,14
144569,"Square plot 5 x 5 m, most habitats",14
144570,"Square plot 5 x 5 m, most habitats",14
144571,"Square plot 5 x 5 m, most habitats",14
144572,"Square plot 10 x 10 m, woodlands",2
144573,"Square plot 5 x 5 m, most habitats",1
144575,Linear plot,1
144577,"Square plot 5 x 5 m, most habitats",1
144579,Linear plot,1
144586,"Square plot 5 x 5 m, most habitats",12
144587,"Square plot 5 x 5 m, most habitats",15
144590,Linear plot,12
144591,Linear plot,14
144592,"Square plot 10 x 10 m, woodlands",15
144593,Linear plot,15
144598,Linear plot,13
144611,"Square plot 5 x 5 m, most habitats",1
144612,Linear plot,1
144618,Linear plot,17
144619,"Square plot 10 x 10 m, woodlands",18
144620,Linear plot,17
144621,"Square plot 5 x 5 m, most habitats",17
144631,"Square plot 5 x 5 m, most habitats",15
144632,"Square plot 10 x 10 m, woodlands",15
144633,Linear plot,14
144641,"Square plot 5 x 5 m, most habitats",13
144642,Linear plot,4
144643,Linear plot,4
144645,"Square plot 5 x 5 m, most habitats",4
144646,"Square plot 5 x 5 m, most habitats",4
144647,"Square plot 5 x 5 m, most habitats",4
144648,"Square plot 10 x 10 m, woodlands",12
144649,Linear plot,12
144650,Linear plot,12
144651,Linear plot,12
144652,"Square plot 10 x 10 m, woodlands",18
144655,"Square plot 5 x 5 m, most habitats",15
144656,"Square plot 5 x 5 m, most habitats",15
144658,"Square plot 5 x 5 m, most habitats",15
144668,Linear plot,15
144675,"Square plot 5 x 5 m, most habitats",4
144676,"Square plot 5 x 5 m, most habitats",4
144677,Linear plot,4
144678,"Square plot 5 x 5 m, most habitats",4
144679,"Square plot 10 x 10 m, woodlands",4
144681,Linear plot,18
144687,Linear plot,18
144688,"Square plot 5 x 5 m, most habitats",14
144689,Linear plot,11
144690,"Square plot 10 x 10 m, woodlands",13
144692,"Square plot 5 x 5 m, most habitats",12
144693,"Square plot 5 x 5 m, most habitats",5
144694,Linear plot,13
144697,Linear plot,1
144698,"Square plot 5 x 5 m, most habitats",1
144699,Linear plot,1
144700,"Square plot 5 x 5 m, most habitats",1
144701,"Square plot 5 x 5 m, most habitats",1
144705,"Square plot 5 x 5 m, most habitats",8
144706,"Square plot 5 x 5 m, most habitats",11
144707,Linear plot,12
144708,Linear plot,12
144712,Linear plot,4
144713,Linear plot,3
144717,"Square plot 5 x 5 m, most habitats",2
144718,"Square plot 5 x 5 m, most habitats",2
144725,Linear plot,2
144726,Linear plot,2
144729,"Square plot 5 x 5 m, most habitats",4
144730,"Square plot 5 x 5 m, most habitats",4
144731,Linear plot,4
144790,"Square plot 5 x 5 m, most habitats",4
144791,"Square plot 5 x 5 m, most habitats",4
144792,"Square plot 5 x 5 m, most habitats",4
144793,"Square plot 5 x 5 m, most habitats",4
144794,Linear plot,4
144796,"Square plot 5 x 5 m, most habitats",3
144798,Linear plot,2
144799,Linear plot,2
144800,Linear plot,1
144809,"Square plot 5 x 5 m, most habitats",2
144810,Linear plot,7
144811,"Square plot 5 x 5 m, most habitats",7
144812,Linear plot,6
144814,"Square plot 10 x 10 m, woodlands",6
144816,Linear plot,7
144818,"Square plot 5 x 5 m, most habitats",7
144820,"Square plot 5 x 5 m, most habitats",7
144821,"Square plot 5 x 5 m, most habitats",7
144822,"Square plot 10 x 10 m, woodlands",2
144824,"Square plot 5 x 5 m, most habitats",1
144827,"Square plot 5 x 5 m, most habitats",10
144833,"Square plot 5 x 5 m, most habitats",2
144835,"Square plot 5 x 5 m, most habitats",2
144836,"Square plot 5 x 5 m, most habitats",2
144837,Linear plot,2
144847,Linear plot,3
144848,"Square plot 10 x 10 m, woodlands",4
144849,"Square plot 5 x 5 m, most habitats",1
144850,"Square plot 10 x 10 m, woodlands",4
144851,Linear plot,1
144852,"Square plot 5 x 5 m, most habitats",4
144853,"Square plot 5 x 5 m, most habitats",4
144854,"Square plot 5 x 5 m, most habitats",4
144855,"Square plot 5 x 5 m, most habitats",1
144856,"Square plot 5 x 5 m, most habitats",1
144857,"Square plot 10 x 10 m, woodlands",1
144862,"Square plot 5 x 5 m, most habitats",6
144863,"Square plot 5 x 5 m, most habitats",6
144864,Linear plot,6
144865,Linear plot,6
144866,Linear plot,6
144870,Linear plot,17
144874,"Square plot 10 x 10 m, woodlands",16
144898,"Square plot 5 x 5 m, most habitats",11
144899,Linear plot,12
144900,Linear plot,12
144901,"Square plot 10 x 10 m, woodlands",8
144902,"Square plot 10 x 10 m, woodlands",12
144911,"Square plot 5 x 5 m, most habitats",12
144912,Linear plot,14
144913,"Square plot 5 x 5 m, most habitats",14
144914,"Square plot 5 x 5 m, most habitats",6
144915,Linear plot,4
144916,Linear plot,6
144917,"Square plot 5 x 5 m, most habitats",6
144918,"Square plot 5 x 5 m, most habitats",5
144924,"Square plot 5 x 5 m, most habitats",16
144926,Linear plot,16
144927,"Square plot 5 x 5 m, most habitats",17
144928,"Square plot 5 x 5 m, most habitats",16
144929,Linear plot,16
144932,"Square plot 5 x 5 m, most habitats",16
144947,"Square plot 5 x 5 m, most habitats",2
144948,"Square plot 10 x 10 m, woodlands",4
144949,Linear plot,4
144950,"Square plot 5 x 5 m, most habitats",2
144951,Linear plot,4
144952,"Square plot 5 x 5 m, most habitats",7
144953,"Square plot 5 x 5 m, most habitats",7
144954,"Square plot 5 x 5 m, most habitats",1
144960,"Square plot 5 x 5 m, most habitats",7
145035,Linear plot,7
145037,"Square plot 5 x 5 m, most habitats",7
145038,Linear plot,6
145039,"Square plot 5 x 5 m, most habitats",7
145204,Linear plot,16
145206,"Square plot 5 x 5 m, most habitats",17
145208,"Square plot 5 x 5 m, most habitats",16
145209,"Square plot 5 x 5 m, most habitats",3
145211,Linear plot,16
145214,Linear plot,16
145215,"Square plot 10 x 10 m, woodlands",12
145219,"Square plot 10 x 10 m, woodlands",16
145220,Linear plot,18
145221,"Square plot 10 x 10 m, woodlands",20
145222,"Square plot 5 x 5 m, most habitats",15
145223,Linear plot,15
145226,Linear plot,15
145227,Linear plot,16
145430,"Square plot 5 x 5 m, most habitats",18
145431,"Square plot 5 x 5 m, most habitats",17
145432,"Square plot 5 x 5 m, most habitats",5
145433,Linear plot,5
145434,"Square plot 10 x 10 m, woodlands",5
145435,"Square plot 10 x 10 m, woodlands",6
145436,"Square plot 5 x 5 m, most habitats",4
145437,"Square plot 5 x 5 m, most habitats",16
145439,"Square plot 5 x 5 m, most habitats",4
145441,"Square plot 5 x 5 m, most habitats",4
145444,"Square plot 5 x 5 m, most habitats",1
145445,"Square plot 5 x 5 m, most habitats",1
145446,"Square plot 10 x 10 m, woodlands",17
145447,Linear plot,1
145448,"Square plot 5 x 5 m, most habitats",15
145449,"Square plot 5 x 5 m, most habitats",1
145465,"Square plot 10 x 10 m, woodlands",3
145466,"Square plot 5 x 5 m, most habitats",3
145467,Linear plot,5
145468,"Square plot 5 x 5 m, most habitats",1
145469,Linear plot,3
145486,Linear plot,3
145505,Linear plot,16
145563,"Square plot 5 x 5 m, most habitats",6
145565,"Square plot 5 x 5 m, most habitats",4
145572,Linear plot,3
145574,"Square plot 5 x 5 m, most habitats",3
145604,Linear plot,3
145644,"Square plot 5 x 5 m, most habitats",8
145645,"Square plot 5 x 5 m, most habitats",8
145653,Linear plot,3
145657,"Square plot 5 x 5 m, most habitats",8
145658,"Square plot 5 x 5 m, most habitats",8
145659,Linear plot,8
145662,"Square plot 10 x 10 m, woodlands",4
145663,"Square plot 5 x 5 m, most habitats",3
145664,"Square plot 5 x 5 m, most habitats",3
145665,"Square plot 5 x 5 m, most habitats",2
145666,"Square plot 10 x 10 m, woodlands",3
145669,"Square plot 5 x 5 m, most habitats",19
145670,Linear plot,18
145671,"Square plot 10 x 10 m, woodlands",15
145672,Linear plot,17
145673,Linear plot,18
145677,"Square plot 5 x 5 m, most habitats",3
145679,"Square plot 5 x 5 m, most habitats",3
145680,"Square plot 5 x 5 m, most habitats",3
145694,"Square plot 5 x 5 m, most habitats",6
145695,"Square plot 5 x 5 m, most habitats",5
145696,"Square plot 5 x 5 m, most habitats",6
145697,Linear plot,8
145698,Linear plot,5
145699,"Square plot 5 x 5 m, most habitats",1
145700,Linear plot,1
145706,"Square plot 5 x 5 m, most habitats",18
145708,"Square plot 5 x 5 m, most habitats",18
145731,"Square plot 5 x 5 m, most habitats",1
145732,"Square plot 5 x 5 m, most habitats",1
145733,"Square plot 5 x 5 m, most habitats",1
145734,"Square plot 5 x 5 m, most habitats",1
145735,"Square plot 5 x 5 m, most habitats",1
145738,Linear plot,21
145739,"Square plot 5 x 5 m, most habitats",14
145741,Linear plot,14
145748,Linear plot,20
145752,Linear plot,20
145755,Linear plot,1
145756,"Square plot 10 x 10 m, woodlands",18
145757,Linear plot,18
145760,Linear plot,18
145788,"Square plot 5 x 5 m, most habitats",3
145789,"Square plot 5 x 5 m, most habitats",3
145790,"Square plot 5 x 5 m, most habitats",3
145792,Linear plot,3
145793,Linear plot,3
145807,"Square plot 5 x 5 m, most habitats",2
145811,Linear plot,2
145812,"Square plot 5 x 5 m, most habitats",8
145814,Linear plot,9
145818,Linear plot,4
145837,"Square plot 10 x 10 m, woodlands",9
145853,"Square plot 5 x 5 m, most habitats",2
145855,"Square plot 5 x 5 m, most habitats",3
145856,Linear plot,3
145857,"Square plot 5 x 5 m, most habitats",3
145858,"Square plot 5 x 5 m, most habitats",1
145859,"Square plot 5 x 5 m, most habitats",16
145860,Linear plot,16
145861,"Square plot 5 x 5 m, most habitats",16
145862,Linear plot,15
145863,"Square plot 5 x 5 m, most habitats",16
145864,"Square plot 5 x 5 m, most habitats",16
145865,"Square plot 10 x 10 m, woodlands",1
145866,"Square plot 5 x 5 m, most habitats",12
145878,"Square plot 10 x 10 m, woodlands",18
145879,"Square plot 5 x 5 m, most habitats",18
145880,Linear plot,18
145881,"Square plot 5 x 5 m, most habitats",2
145882,Linear plot,2
145906,"Square plot 5 x 5 m, most habitats",2
145909,"Square plot 10 x 10 m, woodlands",1
145910,Linear plot,1
145911,"Square plot 5 x 5 m, most habitats",1
145912,Linear plot,1
145913,Linear plot,1
145914,"Square plot 5 x 5 m, most habitats",1
145915,"Square plot 5 x 5 m, most habitats",1
145916,"Square plot 5 x 5 m, most habitats",1
145917,Linear plot,1
145934,Linear plot,12
145949,"Square plot 5 x 5 m, most habitats",5
145950,"Square plot 10 x 10 m, woodlands",4
145951,"Square plot 5 x 5 m, most habitats",5
145952,Linear plot,5
145953,Linear plot,4
145955,Linear plot,3
145956,Linear plot,3
145957,"Square plot 5 x 5 m, most habitats",1
145958,"Square plot 5 x 5 m, most habitats",1
145959,"Square plot 5 x 5 m, most habitats",1
145980,"Square plot 10 x 10 m, woodlands",1
145991,Linear plot,17
145992,"Square plot 5 x 5 m, most habitats",18
145993,"Square plot 10 x 10 m, woodlands",16
145994,"Square plot 10 x 10 m, woodlands",18
145995,Linear plot,18
146004,"Square plot 5 x 5 m, most habitats",2
146005,"Square plot 5 x 5 m, most habitats",2
146006,Linear plot,2
146007,"Square plot 5 x 5 m, most habitats",2
146008,Linear plot,2
146012,"Square plot 5 x 5 m, most habitats",1
146013,"Square plot 10 x 10 m, woodlands",1
146014,Linear plot,1
146016,"Square plot 5 x 5 m, most habitats",1
146017,Linear plot,1
146018,"Square plot 5 x 5 m, most habitats",1
146033,Linear plot,1
146035,"Square plot 5 x 5 m, most habitats",2
146036,"Square plot 5 x 5 m, most habitats",1
146040,Linear plot,1
146041,"Square plot 5 x 5 m, most habitats",1
146042,"Square plot 10 x 10 m, woodlands",1
146043,"Square plot 5 x 5 m, most habitats",1
146044,Linear plot,1
146048,"Square plot 10 x 10 m, woodlands",4
146053,Linear plot,4
146054,"Square plot 5 x 5 m, most habitats",4
146056,Linear plot,4
146057,"Square plot 10 x 10 m, woodlands",4
146072,Linear plot,1
146073,Linear plot,1
146074,"Square plot 5 x 5 m, most habitats",1
146075,Linear plot,3
146076,Linear plot,3
146077,"Square plot 10 x 10 m, woodlands",3
146078,"Square plot 5 x 5 m, most habitats",3
146079,Linear plot,1
146080,"Square plot 10 x 10 m, woodlands",1
146081,"Square plot 5 x 5 m, most habitats",2
146082,"Square plot 5 x 5 m, most habitats",2
146083,"Square plot 5 x 5 m, most habitats",2
146085,Linear plot,2
146088,"Square plot 5 x 5 m, most habitats",6
146089,"Square plot 5 x 5 m, most habitats",14
146090,Linear plot,6
146091,Linear plot,7
146092,Linear plot,12
146094,Linear plot,10
146106,Linear plot,10
146107,"Square plot 5 x 5 m, most habitats",10
146108,"Square plot 5 x 5 m, most habitats",9
146113,Linear plot,2
146114,"Square plot 5 x 5 m, most habitats",3
146115,Linear plot,3
146116,Linear plot,1
146117,Linear plot,1
146118,"Square plot 5 x 5 m, most habitats",1
146119,"Square plot 5 x 5 m, most habitats",1
146120,"Square plot 5 x 5 m, most habitats",1
146148,"Square plot 5 x 5 m, most habitats",2
146149,"Square plot 5 x 5 m, most habitats",2
146150,Linear plot,2
146151,Linear plot,2
146155,"Square plot 10 x 10 m, woodlands",1
146156,Linear plot,1
146157,"Square plot 5 x 5 m, most habitats",1
146158,"Square plot 10 x 10 m, woodlands",2
146160,"Square plot 5 x 5 m, most habitats",2
146161,"Square plot 5 x 5 m, most habitats",2
146170,Linear plot,1
146173,Linear plot,1
146174,"Square plot 5 x 5 m, most habitats",1
146182,"Square plot 10 x 10 m, woodlands",13
146183,Linear plot,11
146184,"Square plot 5 x 5 m, most habitats",5
146186,"Square plot 10 x 10 m, woodlands",3
146187,"Square plot 10 x 10 m, woodlands",3
146188,"Square plot 5 x 5 m, most habitats",8
146198,Linear plot,7
146199,Linear plot,7
146200,Linear plot,5
146201,"Square plot 10 x 10 m, woodlands",9
146203,"Square plot 10 x 10 m, woodlands",7
146247,"Square plot 5 x 5 m, most habitats",1
146248,"Square plot 5 x 5 m, most habitats",1
146249,"Square plot 5 x 5 m, most habitats",1
146250,Linear plot,1
146251,Linear plot,1
146257,Linear plot,9
146258,"Square plot 10 x 10 m, woodlands",2
146259,Linear plot,2
146260,Linear plot,2
146261,"Square plot 5 x 5 m, most habitats",2
146262,"Square plot 10 x 10 m, woodlands",2
146271,"Square plot 5 x 5 m, most habitats",12
146274,Linear plot,11
146278,"Square plot 5 x 5 m, most habitats",11
146279,"Square plot 10 x 10 m, woodlands",2
146280,"Square plot 5 x 5 m, most habitats",2
146281,Linear plot,2
146282,"Square plot 5 x 5 m, most habitats",2
146283,Linear plot,2
146293,Linear plot,9
146294,"Square plot 5 x 5 m, most habitats",10
146295,"Square plot 5 x 5 m, most habitats",8
146321,"Square plot 5 x 5 m, most habitats",2
146322,Linear plot,2
146323,"Square plot 5 x 5 m, most habitats",2
146325,"Square plot 5 x 5 m, most habitats",7
146331,"Square plot 5 x 5 m, most habitats",6
146332,"Square plot 5 x 5 m, most habitats",2
146333,"Square plot 10 x 10 m, woodlands",4
146334,"Square plot 10 x 10 m, woodlands",4
146335,"Square plot 10 x 10 m, woodlands",5
146338,"Square plot 10 x 10 m, woodlands",2
146340,"Square plot 10 x 10 m, woodlands",2
146342,"Square plot 5 x 5 m, most habitats",4
146343,Linear plot,3
146344,Linear plot,7
146345,"Square plot 5 x 5 m, most habitats",3
146346,Linear plot,2
146347,"Square plot 10 x 10 m, woodlands",2
146348,"Square plot 5 x 5 m, most habitats",2
146349,Linear plot,6
146350,"Square plot 10 x 10 m, woodlands",5
146351,"Square plot 5 x 5 m, most habitats",6
146352,"Square plot 5 x 5 m, most habitats",4
146353,"Square plot 5 x 5 m, most habitats",5
146355,Linear plot,18
146356,Linear plot,10
146357,"Square plot 10 x 10 m, woodlands",20
146358,"Square plot 10 x 10 m, woodlands",8
146359,Linear plot,18
146360,"Square plot 5 x 5 m, most habitats",7
146362,"Square plot 5 x 5 m, most habitats",7
146378,"Square plot 5 x 5 m, most habitats",16
146379,"Square plot 5 x 5 m, most habitats",17
146380,"Square plot 5 x 5 m, most habitats",16
146381,"Square plot 5 x 5 m, most habitats",16
146383,Linear plot,7
146384,"Square plot 5 x 5 m, most habitats",16
146422,Linear plot,2
146423,"Square plot 5 x 5 m, most habitats",4
146424,"Square plot 5 x 5 m, most habitats",14
146425,"Square plot 5 x 5 m, most habitats",12
146426,"Square plot 5 x 5 m, most habitats",12
146427,"Square plot 5 x 5 m, most habitats",12
146428,Linear plot,3
146429,Linear plot,2
146430,"Square plot 5 x 5 m, most habitats",11
146431,Linear plot,12
146432,Linear plot,11
146438,"Square plot 5 x 5 m, most habitats",5
146439,Linear plot,2
146441,Linear plot,2
146443,Linear plot,1
146444,"Square plot 5 x 5 m, most habitats",1
146445,"Square plot 5 x 5 m, most habitats",1
146446,"Square plot 5 x 5 m, most habitats",1
146447,Linear plot,1
146452,"Square plot 5 x 5 m, most habitats",6
146453,"Square plot 10 x 10 m, woodlands",11
146454,Linear plot,11
146455,Linear plot,11
146456,"Square plot 5 x 5 m, most habitats",11
146457,"Square plot 5 x 5 m, most habitats",11
146458,"Square plot 10 x 10 m, woodlands",1
146459,"Square plot 5 x 5 m, most habitats",1
146460,Linear plot,3
146461,Linear plot,3
146462,Linear plot,3
146463,"Square plot 5 x 5 m, most habitats",12
146464,"Square plot 5 x 5 m, most habitats",12
146465,Linear plot,11
146468,Linear plot,12
146469,"Square plot 5 x 5 m, most habitats",12
146483,"Square plot 10 x 10 m, woodlands",2
146484,Linear plot,2
146485,"Square plot 5 x 5 m, most habitats",2
146486,Linear plot,2
146487,"Square plot 10 x 10 m, woodlands",2
146503,Linear plot,2
146504,"Square plot 5 x 5 m, most habitats",4
146507,"Square plot 5 x 5 m, most habitats",2
146519,"Square plot 5 x 5 m, most habitats",4
146520,"Square plot 5 x 5 m, most habitats",4
146521,Linear plot,4
146522,Linear plot,4
146523,"Square plot 5 x 5 m, most habitats",2
146524,Linear plot,13
146525,Linear plot,13
146526,"Square plot 5 x 5 m, most habitats",13
146527,Linear plot,13
146528,"Square plot 5 x 5 m, most habitats",13
146529,Linear plot,4
146530,"Square plot 5 x 5 m, most habitats",4
146531,"Square plot 10 x 10 m, woodlands",4
146532,Linear plot,4
146533,Linear plot,4
146534,"Square plot 5 x 5 m, most habitats",8
146535,"Square plot 5 x 5 m, most habitats",8
146536,Linear plot,4
146540,"Square plot 10 x 10 m, woodlands",17
146543,"Square plot 5 x 5 m, most habitats",17
146546,"Square plot 10 x 10 m, woodlands",17
146549,"Square plot 5 x 5 m, most habitats",2
146550,"Square plot 5 x 5 m, most habitats",2
146551,Linear plot,2
146552,Linear plot,2
146553,Linear plot,2
146564,"Square plot 5 x 5 m, most habitats",8
146565,"Square plot 5 x 5 m, most habitats",7
146566,"Square plot 5 x 5 m, most habitats",8
146567,Linear plot,8
146568,Linear plot,2
146569,"Square plot 5 x 5 m, most habitats",2
146570,"Square plot 5 x 5 m, most habitats",2
146571,"Square plot 10 x 10 m, woodlands",2
146572,Linear plot,2
146573,"Square plot 10 x 10 m, woodlands",1
146574,"Square plot 5 x 5 m, most habitats",1
146575,Linear plot,1
146576,Linear plot,1
146577,"Square plot 5 x 5 m, most habitats",1
146578,"Square plot 10 x 10 m, woodlands",16
146579,"Square plot 5 x 5 m, most habitats",3
146580,Linear plot,3
146581,Linear plot,3
146582,Linear plot,3
146590,"Square plot 5 x 5 m, most habitats",5
146591,"Square plot 5 x 5 m, most habitats",5
146592,Linear plot,6
146593,Linear plot,5
146594,"Square plot 10 x 10 m, woodlands",6
146595,"Square plot 5 x 5 m, most habitats",16
146597,"Square plot 5 x 5 m, most habitats",1
146598,"Square plot 5 x 5 m, most habitats",1
146599,"Square plot 5 x 5 m, most habitats",16
146601,"Square plot 5 x 5 m, most habitats",1
146602,"Square plot 5 x 5 m, most habitats",11
146603,Linear plot,1
146605,"Square plot 5 x 5 m, most habitats",16
146608,Linear plot,9
146610,"Square plot 5 x 5 m, most habitats",8
146611,"Square plot 5 x 5 m, most habitats",8
146612,"Square plot 5 x 5 m, most habitats",8
146615,"Square plot 5 x 5 m, most habitats",8
146619,"Square plot 5 x 5 m, most habitats",6
146620,"Square plot 5 x 5 m, most habitats",5
146621,Linear plot,4
146622,"Square plot 5 x 5 m, most habitats",6
146623,Linear plot,5
146624,"Square plot 5 x 5 m, most habitats",5
146625,Linear plot,3
146626,"Square plot 5 x 5 m, most habitats",3
146627,"Square plot 5 x 5 m, most habitats",3
146628,Linear plot,3
146629,"Square plot 5 x 5 m, most habitats",3
146630,Linear plot,4
146631,Linear plot,4
146632,"Square plot 5 x 5 m, most habitats",4
146633,Linear plot,4
146634,"Square plot 5 x 5 m, most habitats",4
146641,Linear plot,4
146647,Linear plot,2
146652,Linear plot,2
146653,Linear plot,17
146654,Linear plot,16
146655,"Square plot 5 x 5 m, most habitats",14
146656,Linear plot,2
146657,"Square plot 5 x 5 m, most habitats",14
146659,Linear plot,2
146662,"Square plot 5 x 5 m, most habitats",11
146666,Linear plot,9
146708,"Square plot 5 x 5 m, most habitats",12
146709,"Square plot 10 x 10 m, woodlands",9
146717,Linear plot,8
146718,Linear plot,19
146719,Linear plot,19
146720,"Square plot 5 x 5 m, most habitats",8
146721,Linear plot,20
146722,"Square plot 5 x 5 m, most habitats",8
146723,"Square plot 5 x 5 m, most habitats",4
146724,"Square plot 5 x 5 m, most habitats",9
146727,"Square plot 5 x 5 m, most habitats",2
146728,"Square plot 5 x 5 m, most habitats",2
146729,"Square plot 5 x 5 m, most habitats",2
146730,"Square plot 5 x 5 m, most habitats",2
146732,Linear plot,2
146733,Linear plot,10
146735,"Square plot 5 x 5 m, most habitats",9
146736,"Square plot 5 x 5 m, most habitats",9
146737,"Square plot 5 x 5 m, most habitats",9
146738,"Square plot 5 x 5 m, most habitats",7
146740,"Square plot 5 x 5 m, most habitats",5
146742,"Square plot 5 x 5 m, most habitats",9
146745,"Square plot 5 x 5 m, most habitats",8
146746,"Square plot 5 x 5 m, most habitats",8
146747,"Square plot 5 x 5 m, most habitats",8
146749,Linear plot,8
146750,Linear plot,8
146760,Linear plot,9
146761,"Square plot 5 x 5 m, most habitats",1
146762,Linear plot,6
146763,"Square plot 5 x 5 m, most habitats",7
146764,"Square plot 10 x 10 m, woodlands",6
146765,Linear plot,6
146767,"Square plot 5 x 5 m, most habitats",6
146787,"Square plot 5 x 5 m, most habitats",19
146794,Linear plot,15
146795,Linear plot,15
146796,Linear plot,18
146807,"Square plot 5 x 5 m, most habitats",11
146808,Linear plot,9
146809,Linear plot,10
146810,"Square plot 5 x 5 m, most habitats",9
146811,"Square plot 5 x 5 m, most habitats",9
146812,"Square plot 10 x 10 m, woodlands",4
146813,Linear plot,2
146814,Linear plot,4
146816,"Square plot 5 x 5 m, most habitats",9
146817,"Square plot 10 x 10 m, woodlands",9
146818,Linear plot,1
146819,Linear plot,1
146820,"Square plot 10 x 10 m, woodlands",1
146821,"Square plot 10 x 10 m, woodlands",1
146822,"Square plot 10 x 10 m, woodlands",1
146823,"Square plot 5 x 5 m, most habitats",3
146824,"Square plot 5 x 5 m, most habitats",2
146825,"Square plot 10 x 10 m, woodlands",7
146826,"Square plot 5 x 5 m, most habitats",3
146827,"Square plot 5 x 5 m, most habitats",3
146828,"Square plot 5 x 5 m, most habitats",3
146830,"Square plot 5 x 5 m, most habitats",2
146831,Linear plot,3
146832,Linear plot,18
146833,Linear plot,3
146834,Linear plot,3
146840,"Square plot 5 x 5 m, most habitats",18
146842,"Square plot 5 x 5 m, most habitats",9
146843,Linear plot,15
146846,"Square plot 5 x 5 m, most habitats",17
146848,"Square plot 5 x 5 m, most habitats",9
146849,"Square plot 10 x 10 m, woodlands",13
146850,Linear plot,13
146851,Linear plot,1
146853,Linear plot,10
146855,"Square plot 10 x 10 m, woodlands",4
146856,"Square plot 5 x 5 m, most habitats",9
146857,"Square plot 10 x 10 m, woodlands",4
146864,Linear plot,12
146865,"Square plot 10 x 10 m, woodlands",6
146866,Linear plot,4
146867,Linear plot,6
146868,Linear plot,6
146869,Linear plot,6
146870,"Square plot 5 x 5 m, most habitats",4
146871,Linear plot,6
146872,"Square plot 5 x 5 m, most habitats",3
146873,Linear plot,3
146876,Linear plot,2
146877,Linear plot,2
146878,"Square plot 5 x 5 m, most habitats",2
146879,Linear plot,2
146880,"Square plot 10 x 10 m, woodlands",2
146881,"Square plot 5 x 5 m, most habitats",1
146882,Linear plot,2
146884,"Square plot 5 x 5 m, most habitats",1
146885,"Square plot 5 x 5 m, most habitats",1
146886,"Square plot 10 x 10 m, woodlands",11
146887,"Square plot 10 x 10 m, woodlands",12
